ID,Category,Img,Name,Obtained?,Research #,,,,,,,,,
4941,Trophies,,Mourning Wood Relic,No,1,,,,,,,,,
4942,Trophies,,Pumpking Relic,No,1,,,,,,,,,
4943,Trophies,,Ice Queen Relic,No,1,,,,,,,,,
4944,Trophies,,Everscream Relic,No,1,,,,,,,,,
4945,Trophies,,Santa-NK1 Relic,No,1,,,,,,,,,
4946,Trophies,,Dark Mage Relic,No,1,,,,,,,,,
4947,Trophies,,Ogre Relic,No,1,,,,,,,,,
4948,Trophies,,Betsy Relic,No,1,,,,,,,,,
4949,Trophies,,Empress of Light Relic,No,1,,,,,,,,,
4950,Trophies,,Queen Slime Relic,No,1,,,,,,,,,
4951,Furniture (Other),,Universal Pylon,No,1,,,,,,,,,
4952,Weapons,,Nightglow,No,1,,,,,,,,,
4953,Weapons,,Eventide,No,1,,,,,,,,,
4954,Wings,,Celestial Starboard,No,1,,,,,,,,,
4955,Vanity,,Rabbit Perch,No,1,,,,,,,,,
4956,Weapons,,Zenith,No,1,,,,,,,,,
4957,Treasure Bags,,Treasure Bag (Queen Slime),No,3,,,,,,,,,
4958,Trophies,,Queen Slime Trophy,No,1,,,,,,,,,
4959,Vanity,,Queen Slime Mask,No,1,,,,,,,,,
4960,Pets/Mounts,,Regal Delicacy,No,1,,,,,,,,,
4961,Keys/Boss Summons,,Prismatic Lacewing,No,3,,,,,,,,,
4962,Blocks,,Stone Accent Slab,No,100,,,,,,,,,
4963,Critters,,Truffle Worm Cage,No,1,,,,,,,,,
4964,Critters,,Prismatic Lacewing Jar,No,1,,,,,,,,,
4965,Banners (Enemy),,Rock Golem Banner,No,1,,,,,,,,,
4966,Banners (Enemy),,Blood Mummy Banner,No,1,,,,,,,,,
4967,Banners (Enemy),,Spore Skeleton Banner,No,1,,,,,,,,,
4968,Banners (Enemy),,Spore Bat Banner,No,1,,,,,,,,,
4969,Banners (Enemy),,Antlion Larva Banner,No,1,,,,,,,,,
4970,Banners (Event),,Vicious Bunny Banner,No,1,,,,,,,,,
4971,Banners (Event),,Vicious Goldfish Banner,No,1,,,,,,,,,
4972,Banners (Event),,Vicious Penguin Banner,No,1,,,,,,,,,
4973,Banners (Enemy),,Corrupt Mimic Banner,No,1,,,,,,,,,
4974,Banners (Enemy),,Crimson Mimic Banner,No,1,,,,,,,,,
4975,Banners (Enemy),,Hallowed Mimic Banner,No,1,,,,,,,,,
4976,Banners (Enemy),,Moss Hornet Banner,No,1,,,,,,,,,
4977,Banners (Enemy),,Wandering Eye Banner,No,1,,,,,,,,,
4978,Wings,,Fledgling Wings,No,1,,,,,,,,,
4979,Music Boxes,,Music Box (Queen Slime),No,1,,,,,,,,,
4980,Tools,,Hook of Dissonance,No,1,,,,,,,,,
4981,Pets/Mounts,,Gelatinous Pillion,No,1,,,,,,,,,
4982,Armor,,Crystal Assassin Hood,No,1,,,,,,,,,
4983,Armor,,Crystal Assassin Shirt,No,1,,,,,,,,,
4984,Armor,,Crystal Assassin Pants,No,1,,,,,,,,,
4985,Music Boxes,,Music Box (Empress Of Light),No,1,,,,,,,,,
4986,Weapons (Thrown/Ammo),,Sparkle Slime Balloon,No,50,,,,,,,,,
4987,Accessories,,Volatile Gelatin,No,1,,,,,,,,,
4988,Keys/Boss Summons,,Gelatin Crystal,No,3,,,,,,,,,
4989,Accessories,,Soaring Insignia,No,1,,,,,,,,,
4990,Music Boxes,,Music Box (Duke Fishron),No,1,,,,,,,,,
4991,Music Boxes,,Music Box (Morning Rain),No,1,,,,,,,,,
4992,Music Boxes,,Music Box (Alt Title),No,1,,,,,,,,,
4993,Furniture (Sets),,Chippy's Couch,No,1,,,,,,,,,
4994,Vanity,,Blue Graduation Cap,No,1,,,,,,,,,
4995,Vanity,,Maroon Graduation Cap,No,1,,,,,,,,,
4996,Vanity,,Black Graduation Cap,No,1,,,,,,,,,
4997,Vanity,,Blue Graduation Gown,No,1,,,,,,,,,
4998,Vanity,,Maroon Graduation Gown,No,1,,,,,,,,,
4999,Vanity,,Black Graduation Gown,No,1,,,,,,,,,
5000,Accessories,,Terraspark Boots,No,1,,,,,,,,,
5001,Armor,,Moon Lord Legs,No,1,,,,,,,,,
5002,Chests/Crates,,Ocean Crate,No,10,,,,,,,,,
5003,Chests/Crates,,Seaside Crate,No,10,,,,,,,,,
5004,Vanity,,Badger's Hat,No,1,,,,,,,,,
5005,Weapons,,Terraprisma,No,1,,,,,,,,,
5006,Music Boxes,,Music Box (Underground Desert),No,1,,,,,,,,,
5007,Vanity,,Dead Man's Sweater,No,1,,,,,,,,,
5008,Furniture (Other),,Teapot,No,1,,,,,,,,,
5009,Food,,Teacup,No,10,,,,,,,,,
5010,Accessories,,Treasure Magnet,No,1,,,,,,,,,
5011,Weapons,,Mace,No,1,,,,,,,,,
5012,Weapons,,Flaming Mace,No,1,,,,,,,,,
5014,Music Boxes,,Otherworldly Music Box (Rain),No,1,,,,,,,,,
5015,Music Boxes,,Otherworldly Music Box (Overworld Day),No,1,,,,,,,,,
5016,Music Boxes,,Otherworldly Music Box (Night),No,1,,,,,,,,,
5017,Music Boxes,,Otherworldly Music Box (Underground),No,1,,,,,,,,,
5018,Music Boxes,,Otherworldly Music Box (Desert),No,1,,,,,,,,,
5019,Music Boxes,,Otherworldly Music Box (Ocean),No,1,,,,,,,,,
5020,Music Boxes,,Otherworldly Music Box (Mushrooms),No,1,,,,,,,,,
5021,Music Boxes,,Otherworldly Music Box (Dungeon),No,1,,,,,,,,,
5022,Music Boxes,,Otherworldly Music Box (Space),No,1,,,,,,,,,
5023,Music Boxes,,Otherworldly Music Box (Underworld),No,1,,,,,,,,,
5024,Music Boxes,,Otherworldly Music Box (Snow),No,1,,,,,,,,,
5025,Music Boxes,,Otherworldly Music Box (Corruption),No,1,,,,,,,,,
5026,Music Boxes,,Otherworldly Music Box (Underground Corruption),No,1,,,,,,,,,
5027,Music Boxes,,Otherworldly Music Box (Crimson),No,1,,,,,,,,,
5028,Music Boxes,,Otherworldly Music Box (Underground Crimson),No,1,,,,,,,,,
5029,Music Boxes,,Otherworldly Music Box (Ice),No,1,,,,,,,,,
5030,Music Boxes,,Otherworldly Music Box (Underground Hallow),No,1,,,,,,,,,
5031,Music Boxes,,Otherworldly Music Box (Eerie),No,1,,,,,,,,,
5032,Music Boxes,,Otherworldly Music Box (Boss 2),No,1,,,,,,,,,
5033,Music Boxes,,Otherworldly Music Box (Boss 1),No,1,,,,,,,,,
5034,Music Boxes,,Otherworldly Music Box (Invasion),No,1,,,,,,,,,
5035,Music Boxes,,Otherworldly Music Box (The Towers),No,1,,,,,,,,,
5036,Music Boxes,,Otherworldly Music Box (Lunar Boss),No,1,,,,,,,,,
5037,Music Boxes,,Otherworldly Music Box (Plantera),No,1,,,,,,,,,
5038,Music Boxes,,Otherworldly Music Box (Jungle),No,1,,,,,,,,,
5039,Music Boxes,,Otherworldly Music Box (Wall of Flesh),No,1,,,,,,,,,
5040,Music Boxes,,Otherworldly Music Box (Hallow),No,1,,,,,,,,,
5041,Food,,Carton of Milk,No,10,,,,,,,,,
5042,Food,,Coffee,No,10,,,,,,,,,
5043,Miscellaneous,,Torch God's Favor,No,1,,,,,,,,,
5044,Music Boxes,,Music Box (Journey's End),No,1,,,,,,,,,
5045,Vanity,,Plaguebringer's Skull,No,1,,,,,,,,,
5046,Vanity,,Plaguebringer's Cloak,No,1,,,,,,,,,
5047,Vanity,,Plaguebringer's Treads,No,1,,,,,,,,,
5048,Vanity,,Wandering Jingasa,No,1,,,,,,,,,
5049,Vanity,,Wandering Yukata,No,1,,,,,,,,,
5050,Vanity,,Wandering Geta,No,1,,,,,,,,,
5051,Vanity,,Timeless Traveler's Hood,No,1,,,,,,,,,
5052,Vanity,,Timeless Traveler's Cloak,No,1,,,,,,,,,
5053,Vanity,,Timeless Traveler's Footwear,No,1,,,,,,,,,
5054,Vanity,,Floret Protector Helmet,No,1,,,,,,,,,
5055,Vanity,,Floret Protector Shirt,No,1,,,,,,,,,
5056,Vanity,,Floret Protector Pants,No,1,,,,,,,,,
5057,Vanity,,Capricorn Helmet,No,1,,,,,,,,,
5058,Vanity,,Capricorn Chestplate,No,1,,,,,,,,,
5059,Vanity,,Capricorn Hooves,No,1,,,,,,,,,
5060,Vanity,,Capricorn Tail,No,1,,,,,,,,,
5061,Vanity,,Video Visage,No,1,,,,,,,,,
5062,Vanity,,Lazer Blazer,No,1,,,,,,,,,
5063,Vanity,,Pinstripe Pants,No,1,,,,,,,,,
5064,Accessories,,Lavaproof Tackle Bag,No,1,,,,,,,,,
5065,Weapons,,Resonance Scepter,No,1,,,,,,,,,
5066,Mechanisms,,Bee Hive,No,5,,,,,,,,,
5067,Mechanisms,,Antlion Eggs,No,5,,,,,,,,,
5068,Armor,,Flinx Fur Coat,No,1,,,,,,,,,
5069,Weapons,,Flinx Staff,No,1,,,,,,,,,
5070,Crafting,,Flinx Fur,No,25,,,,,,,,,
5071,Vanity,,Royal Tiara,No,1,,,,,,,,,
5072,Vanity,,Royal Blouse,No,1,,,,,,,,,
5073,Vanity,,Royal Dress,No,1,,,,,,,,,
5074,Weapons,,Spinal Tap,No,1,,,,,,,,,
5075,Accessories,,Rainbow Cursor,No,1,,,,,,,,,
5076,Vanity Accessories,,Royal Scepter,No,1,,,,,,,,,
5077,Vanity Accessories,,Glass Slipper,No,1,,,,,,,,,
5078,Vanity,,Prince Uniform,No,1,,,,,,,,,
5079,Vanity,,Prince Pants,No,1,,,,,,,,,
5080,Vanity Accessories,,Prince Cape,No,1,,,,,,,,,
5081,Plants,,Potted Crystal Fern,No,1,,,,,,,,,
5082,Plants,,Potted Crystal Spiral,No,1,,,,,,,,,
5083,Plants,,Potted Crystal Teardrop,No,1,,,,,,,,,
5084,Plants,,Potted Crystal Tree,No,1,,,,,,,,,
5085,Paintings,,Princess 64,No,1,,,,,,,,,
5086,Paintings,,Painting of a Lass,No,1,,,,,,,,,
5087,Paintings,,Dark Side of the Hallow,No,1,,,,,,,,,
5088,Pets/Mounts,,Bernie's Button,No,1,,,,,,,,,
5089,Pets/Mounts,,Glommer's Flower,No,1,,,,,,,,,
5090,Pets/Mounts,,Deerclops Eyeball,No,1,,,,,,,,,
5091,Pets/Mounts,,Monster Meat,No,1,,,,,,,,,
5092,Food,,Monster Lasagna,No,5,,,,,,,,,
5093,Food,,Froggle Bunwich,No,5,,,,,,,,,
5094,Weapons,,Tentacle Spike,No,1,,,,,,,,,
5095,Tools,,Lucy the Axe,No,1,,,,,,,,,
5096,Weapons,,Ham Bat,No,1,,,,,,,,,
5097,Weapons,,Bat Bat,No,1,,,,,,,,,
5098,Pets/Mounts,,Eye Bone,No,1,,,,,,,,,
5099,Vanity,,Garland,No,1,,,,,,,,,
5100,Accessories,,Bone Helm,No,1,,,,,,,,,
5101,Vanity,,Eyebrella,No,1,,,,,,,,,
5102,Vanity,,Gentleman's Vest,No,1,,,,,,,,,
5103,Vanity,,Gentleman's Trousers,No,1,,,,,,,,,
5104,Vanity Accessories,,Gentleman's Beard,No,1,,,,,,,,,
5105,Vanity Accessories,,Gentleman's Long Beard,No,1,,,,,,,,,
5106,Vanity Accessories,,Gentleman's Magnificent Beard,No,1,,,,,,,,,
5107,Accessories,,Magiluminescence,No,1,,,,,,,,,
5108,Trophies,,Deerclops Trophy,No,1,,,,,,,,,
5109,Vanity,,Deerclops Mask,No,1,,,,,,,,,
5110,Trophies,,Deerclops Relic,No,1,,,,,,,,,
5111,Treasure Bags,,Treasure Bag (Deerclops),No,3,,,,,,,,,
5112,Music Boxes,,Music Box (Deerclops),No,1,,,,,,,,,
5113,Accessories,,Radio Thing,No,1,,,,,,,,,
5114,Weapons,,Abigail's Flower,No,1,,,,,,,,,
5115,Vanity,,Firestarter's Sweater,No,1,,,,,,,,,
5116,Vanity,,Firestarter's Skirt,No,1,,,,,,,,,
5117,Weapons,,Pew-matic Horn,No,1,,,,,,,,,
5118,Weapons,,Weather Pain,No,1,,,,,,,,,
5119,Weapons,,Houndius Shootius,No,1,,,,,,,,,
5120,Keys/Boss Summons,,Deer Thing,No,3,,,,,,,,,
5121,Paintings,,The Gentleman Scientist,No,1,,,,,,,,,
5122,Paintings,,The Firestarter,No,1,,,,,,,,,
5123,Paintings,,The Bereaved,No,1,,,,,,,,,
5124,Paintings,,The Strongman,No,1,,,,,,,,,
5125,Pets/Mounts,,Fart Kart,No,1,1.4.4 Starts,,,,,,,,
5126,Accessories,,Hand Of Creation,No,1,,,,,,,,,
5127,Blocks,,Neon Moss,No,25,,,,,,,,,
5128,Blocks,,Helium Moss,No,25,,,,,,,,,
5129,Weapons,,Flymeal,No,1,,,,,,,,,
5130,Pets/Mounts,,Lilith's Necklace,No,1,,,,,,,,,
5131,Pets/Mounts,,Resplendent Dessert,No,1,,,,,,,,,
5132,Critters,,Stinkbug,No,5,,,,,,,,,
5133,Critters,,Stinkbug Cage,No,1,,,,,,,,,
5134,Tools,,Terraformer,No,1,,,,,,,,,
5135,Mechanisms,,Venom Dart Trap,No,5,,,,,,,,,
5136,Vanity,,Vulkelf Ears,No,1,,,,,,,,,
5137,Mechanisms,,Stinkbug Blocker,No,1,,,,,,,,,
5138,Mechanisms,,Ghostly Stinkbug Blocker,No,1,,,,,,,,,
5139,Accessories,,Fishing Bobber,No,1,,,,,,,,,
5140,Accessories,,Glowing Fishing Bobber,No,1,,,,,,,,,
5141,Accessories,,Lava Moss Fishing Bobber,No,1,,,,,,,,,
5142,Accessories,,Krypton Moss Fishing Bobber,No,1,,,,,,,,,
5143,Accessories,,Xenon Moss Fishing Bobber,No,1,,,,,,,,,
5144,Accessories,,Argon Moss Fishing Bobber,No,1,,,,,,,,,
5145,Accessories,,Neon Moss Fishing Bobber,No,1,,,,,,,,,
5146,Accessories,,Helium Moss Fishing Bobber,No,1,,,,,,,,,
5147,Weapons,,Wand of Frosting,No,1,,,,,,,,,
5148,Furniture (Sets),,Reef Bathtub,No,1,,,,,,,,,
5149,Furniture (Sets),,Reef Bed,No,1,,,,,,,,,
5150,Furniture (Sets),,Reef Bookcase,No,1,,,,,,,,,
5151,Furniture (Sets),,Reef Dresser,No,1,,,,,,,,,
5152,Lighting,,Reef Candelabra,No,1,,,,,,,,,
5153,Lighting,,Reef Candle,No,1,,,,,,,,,
5154,Furniture (Sets),,Reef Chair,No,1,,,,,,,,,
5155,Lighting,,Reef Chandelier,No,1,,,,,,,,,
5156,Chests/Crates,,Reef Chest,No,1,,,,,,,,,
5157,Furniture (Sets),,Reef Clock,No,1,,,,,,,,,
5158,Furniture (Sets),,Reef Door,No,1,,,,,,,,,
5159,Lighting,,Reef Lamp,No,1,,,,,,,,,
5160,Lighting,,Reef Lantern,No,1,,,,,,,,,
5161,Furniture (Sets),,Reef Piano,No,1,,,,,,,,,
5162,Platforms/Fencing,,Reef Platform,No,200,,,,,,,,,
5163,Furniture (Sets),,Reef Sink,No,1,,,,,,,,,
5164,Furniture (Sets),,Reef Sofa,No,1,,,,,,,,,
5165,Furniture (Sets),,Reef Table,No,1,,,,,,,,,
5166,Furniture (Sets),,Reef Work Bench,No,1,,,,,,,,,
5167,Mechanisms,,Trapped Reef Chest,No,1,,,,,,,,,
5168,Furniture (Sets),,Reef Toilet,No,1,,,,,,,,,
5169,Furniture (Sets),,Balloon Bathtub,No,1,,,,,,,,,
5170,Furniture (Sets),,Balloon Bed,No,1,,,,,,,,,
5171,Furniture (Sets),,Balloon Bookcase,No,1,,,,,,,,,
5172,Furniture (Sets),,Balloon Dresser,No,1,,,,,,,,,
5173,Lighting,,Balloon Candelabra,No,1,,,,,,,,,
5174,Lighting,,Balloon Candle,No,1,,,,,,,,,
5175,Furniture (Sets),,Balloon Chair,No,1,,,,,,,,,
5176,Lighting,,Balloon Chandelier,No,1,,,,,,,,,
5177,Chests/Crates,,Balloon Chest,No,1,,,,,,,,,
5178,Furniture (Sets),,Balloon Clock,No,1,,,,,,,,,
5179,Furniture (Sets),,Balloon Door,No,1,,,,,,,,,
5180,Lighting,,Balloon Lamp,No,1,,,,,,,,,
5181,Lighting,,Balloon Lantern,No,1,,,,,,,,,
5182,Furniture (Sets),,Balloon Piano,No,1,,,,,,,,,
5183,Platforms/Fencing,,Balloon Platform,No,200,,,,,,,,,
5184,Furniture (Sets),,Balloon Sink,No,1,,,,,,,,,
5185,Furniture (Sets),,Balloon Sofa,No,1,,,,,,,,,
5186,Furniture (Sets),,Balloon Table,No,1,,,,,,,,,
5187,Furniture (Sets),,Balloon Work Bench,No,1,,,,,,,,,
5188,Mechanisms,,Trapped Balloon Chest,No,1,,,,,,,,,
5189,Furniture (Sets),,Balloon Toilet,No,1,,,,,,,,,
5190,Furniture (Sets),,Ash Wood Bathtub,No,1,,,,,,,,,
5191,Furniture (Sets),,Ash Wood Bed,No,1,,,,,,,,,
5192,Furniture (Sets),,Ash Wood Bookcase,No,1,,,,,,,,,
5193,Furniture (Sets),,Ash Wood Dresser,No,1,,,,,,,,,
5194,Lighting,,Ash Wood Candelabra,No,1,,,,,,,,,
5195,Lighting,,Ash Wood Candle,No,1,,,,,,,,,
5196,Furniture (Sets),,Ash Wood Chair,No,1,,,,,,,,,
5197,Lighting,,Ash Wood Chandelier,No,1,,,,,,,,,
5198,Chests/Crates,,Ash Wood Chest,No,1,,,,,,,,,
5199,Furniture (Sets),,Ash Wood Clock,No,1,,,,,,,,,
5200,Furniture (Sets),,Ash Wood Door,No,1,,,,,,,,,
5201,Lighting,,Ash Wood Lamp,No,1,,,,,,,,,
5202,Lighting,,Ash Wood Lantern,No,1,,,,,,,,,
5203,Furniture (Sets),,Ash Wood Piano,No,1,,,,,,,,,
5204,Platforms/Fencing,,Ash Wood Platform,No,200,,,,,,,,,
5205,Furniture (Sets),,Ash Wood Sink,No,1,,,,,,,,,
5206,Furniture (Sets),,Ash Wood Sofa,No,1,,,,,,,,,
5207,Furniture (Sets),,Ash Wood Table,No,1,,,,,,,,,
5208,Furniture (Sets),,Ash Wood Work Bench,No,1,,,,,,,,,
5209,Mechanisms,,Trapped Ash Wood Chest,No,1,,,,,,,,,
5210,Furniture (Sets),,Ash Wood Toilet,No,1,,,,,,,,,
5211,Potions,,Biome Sight Potion,No,20,,,,,,,,,
5212,Critters,,Scarlet Macaw,No,5,,,,,,,,,
5213,Critters,,Scarlet Macaw Cage,No,1,,,,,,,,,
5214,Plants,,Ash Grass Seeds,No,25,,,,,,,,,
5215,Blocks,,Ash Wood,No,100,,,,,,,,,
5216,Walls/Wallpaper,,Ash Wood Wall,No,400,,,,,,,,,
5217,Platforms/Fencing,,Ash Wood Fence,No,400,,,,,,,,,
5218,Paintings,,Outcast,No,1,,,,,,,,,
5219,Paintings,,Fairy Guides,No,1,,,,,,,,,
5220,Paintings,,A Horrible Night for Alchemy,No,1,,,,,,,,,
5221,Paintings,,Morning Hunt,No,1,,,,,,,,,
5222,Paintings,,Suspiciously Sparkly,No,1,,,,,,,,,
5223,Paintings,,Requiem,No,1,,,,,,,,,
5224,Paintings,,Cat Sword,No,1,,,,,,,,,
5225,Paintings,,Kargoh's Summon,No,1,,,,,,,,,
5226,Paintings,,High Pitch,No,1,,,,,,,,,
5227,Paintings,,A Machine for Terrarians,No,1,,,,,,,,,
5228,Paintings,,Terra Blade Chronicles,No,1,,,,,,,,,
5229,Paintings,,Benny Warhol,No,1,,,,,,,,,
5230,Paintings,,Lizard King,No,1,,,,,,,,,
5231,Paintings,,My Son,No,1,,,,,,,,,
5232,Paintings,,Duality,No,1,,,,,,,,,
5233,Paintings,,Parsec Pals,No,1,,,,,,,,,
5234,Paintings,,Remnants of Devotion,No,1,,,,,,,,,
5235,Paintings,,Not So Lost In Paradise,No,1,,,,,,,,,
5236,Paintings,,Ocular Resonance,No,1,,,,,,,,,
5237,Paintings,,Wings of Evil,No,1,,,,,,,,,
5238,Paintings,,Constellation,No,1,,,,,,,,,
5239,Paintings,,Eyezorhead,No,1,,,,,,,,,
5240,Paintings,,Dread of the Red Sea,No,1,,,,,,,,,
5241,Paintings,,Do Not Eat the Vile Mushroom!,No,1,,,,,,,,,
5242,Paintings,,"Yuuma, The Blue Tiger",No,1,,,,,,,,,
5243,Paintings,,Moonman & Company,No,1,,,,,,,,,
5244,Paintings,,Sunshine of Israpony,No,1,,,,,,,,,
5245,Paintings,,Purity,No,1,,,,,,,,,
5246,Paintings,,Sufficiently Advanced,No,1,,,,,,,,,
5247,Paintings,,Strange Growth,No,1,,,,,,,,,
5248,Paintings,,Happy Little Tree,No,1,,,,,,,,,
5249,Paintings,,Strange Dead Fellows,No,1,,,,,,,,,
5250,Paintings,,Secrets,No,1,,,,,,,,,
5251,Paintings,,Thunderbolt,No,1,,,,,,,,,
5252,Paintings,,Crustography,No,1,,,,,,,,,
5253,Paintings,,The Werewolf,No,1,,,,,,,,,
5254,Paintings,,Blessing from the Heavens,No,1,,,,,,,,,
5255,Paintings,,Love is in the Trash Slot,No,1,,,,,,,,,
5256,Paintings,,Fangs,No,1,,,,,,,,,
5257,Paintings,,Hail to the King,No,1,,,,,,,,,
5258,Paintings,,See The World For What It Is,No,1,,,,,,,,,
5259,Paintings,,What Lurks Below,No,1,,,,,,,,,
5260,Paintings,,This Is Getting Out Of Hand,No,1,,,,,,,,,
5261,Paintings,,Buddies,No,1,,,,,,,,,
5262,Paintings,,Midnight Sun,No,1,,,,,,,,,
5263,Paintings,,Couch Gag,No,1,,,,,,,,,
5264,Paintings,,Silent Fish,No,1,,,,,,,,,
5265,Paintings,,The Duke,No,1,,,,,,,,,
5266,Paintings,,Royal Romance,No,1,,,,,,,,,
5267,Paintings,,Bioluminescence,No,1,,,,,,,,,
5268,Paintings,,Wildflowers,No,1,,,,,,,,,
5269,Paintings,,Viking Voyage,No,1,,,,,,,,,
5270,Paintings,,Bifrost,No,1,,,,,,,,,
5271,Paintings,,Heartlands,No,1,,,,,,,,,
5272,Paintings,,Forest Troll,No,1,,,,,,,,,
5273,Paintings,,Aurora Borealis,No,1,,,,,,,,,
5274,Paintings,,Lady Of The Lake,No,1,,,,,,,,,
5275,Food,,Joja Cola,No,1,,,,,,,,,
5276,Pets/Mounts,,Stardrop,No,1,,,,,,,,,
5277,Food,,Spicy Pepper,No,5,,,,,,,,,
5278,Food,,Pomegranate,No,5,,,,,,,,,
5279,Armor,,Ash Wood Helmet,No,1,,,,,,,,,
5280,Armor,,Ash Wood Breastplate,No,1,,,,,,,,,
5281,Armor,,Ash Wood Greaves,No,1,,,,,,,,,
5282,Weapons,,Ash Wood Bow,No,1,,,,,,,,,
5283,Tools,,Ash Wood Hammer,No,1,,,,,,,,,
5284,Weapons,,Ash Wood Sword,No,1,,,,,,,,,
5285,Miscellaneous,,Moon Globe,No,1,,,,,,,,,
5286,Furniture (Other),,Repaired Life Crystal,No,10,,,,,,,,,
5287,Furniture (Other),,Repaired Mana Crystal,No,10,,,,,,,,,
5288,Minecarts,,Terra Fart Kart,No,1,,,,,,,,,
5289,Miscellaneous,,Minecart Upgrade Kit,No,1,,,,,,,,,
5290,Vanity,,Jim's Cap,No,1,,,,,,,,,
5291,Mechanisms,,Echo Wall,No,400,,,,,,,,,
5292,Mechanisms,,Echo Platform,No,200,,,,,,,,,
5293,Lighting,,Mushroom Torch,No,100,,,,,,,,,
5294,Weapons,,Hive-Five,No,1,,,,,,,,,
5295,Tools,,Axe of Regrowth,No,1,,,,,,,,,
5296,Crafting Stations,,Chlorophyte Extractinator,No,1,,,,,,,,,
5297,Pets/Mounts,,Blue Chicken Egg,No,1,,,,,,,,,
5298,Weapons,,Trimarang,No,1,,,,,,,,,
5299,Lighting,,Mushroom Campfire,No,1,,,,,,,,,
5300,Critters,,Blue Macaw,No,5,,,,,,,,,
5301,Critters,,Blue Macaw Cage,No,1,,,,,,,,,
5302,Tools,,Bottomless Honey Bucket,No,1,,,,,,,,,
5303,Tools,,Honey Absorbant Sponge,No,1,,,,,,,,,
5304,Tools,,Ultra Absorbant Sponge,No,1,,,,,,,,,
5305,Vanity,,Goblorc Ears,No,1,,,,,,,,,
5306,Blocks,,Reef Block,No,100,,,,,,,,,
5307,Walls/Wallpaper,,Reef Wall,No,400,,,,,,,,,
5308,Paintings,,r/Terraria,No,1,,,,,,,,,
5309,Accessories,,Guide to Environmental Preservation,No,1,,,,,,,,,
5310,Paintings,,Princess Style,No,1,,,,,,,,,
5311,Critters,,Toucan,No,5,,,,,,,,,
5312,Critters,,Yellow Cockatiel,No,5,,,,,,,,,
5313,Critters,,Gray Cockatiel,No,5,,,,,,,,,
5314,Critters,,Toucan Cage,No,1,,,,,,,,,
5315,Critters,,Yellow Cockatiel Cage,No,1,,,,,,,,,
5316,Critters,,Gray Cockatiel Cage,No,1,,,,,,,,,
5317,Statues,,Macaw Statue,No,1,,,,,,,,,
5318,Statues,,Toucan Statue,No,1,,,,,,,,,
5319,Statues,,Cockatiel Statue,No,1,,,,,,,,,
5320,Furniture (Other),,Decorative Healing Potion,No,30,,,,,,,,,
5321,Furniture (Other),,Decorative Mana Potion,No,30,,,,,,,,,
5322,Lighting,,Shadow Candle,No,1,,,,,,,,,
5323,Accessories,,Guide to Peaceful Coexistence,No,1,,,,,,,,,
5324,Tools,,Rubblemaker (Small),No,1,,,,,,,,,
5325,Item States,,Closed Void Bag,No,1,,,,,,,,,
5326,Miscellaneous,,Artisan Loaf,No,1,,,,,,,,,
5327,Mechanisms,,TNT Barrel,No,5,,,,,,,,,
5328,Miscellaneous,,Chest Lock,No,5,,,,,,,,,
5329,Item States,,Rubblemaker (Medium),No,1,,,,,,,,,
5330,Item States,,Rubblemaker (Large),No,1,,,,,,,,,
5331,Accessories,,Bundle of Horseshoe Balloons,No,1,,,,,,,,,
5332,Pets/Mounts,,Spiffo Plush,No,1,,,,,,,,,
5333,Pets/Mounts,,Glow Tulip,No,1,,,,,,,,,
5334,Keys/Boss Summons,,Ocram's Razor,No,3,,,,,,,,,
5335,Tools,,Rod of Harmony,No,1,,,,,,,,,
5336,Miscellaneous,,Advanced Combat Techniques: Volume Two,No,1,,,,,,,,,
5337,Miscellaneous,,Vital Crystal,No,1,,,,,,,,,
5338,Miscellaneous,,Aegis Fruit,No,1,,,,,,,,,
5339,Miscellaneous,,Arcane Crystal,No,1,,,,,,,,,
5340,Miscellaneous,,Galaxy Pearl,No,1,,,,,,,,,
5341,Miscellaneous,,Gummy Worm,No,1,,,,,,,,,
5342,Miscellaneous,,Ambrosia,No,1,,,,,,,,,
5343,Miscellaneous,,Peddler's Satchel,No,1,,,,,,,,,
5344,Paint,,Echo Coating,No,100,,,,,,,,,
5345,Mechanisms,,Echo Chamber,No,1,,,,,,,,,
5346,Mechanisms,,Gas Trap,No,1,,,,,,,,,
5347,Furniture (Other),,Aether Monolith,No,1,,,,,,,,,
5348,Weapons (Thrown/Ammo),,Shimmer Arrow,No,99,,,,,,,,,
5349,Blocks,,Aetherium Block,No,50,,,,,,,,,
5350,Critters,,Faeling,No,5,,,,,,,,,
5351,Critters,,Faeling in a Bottle,No,1,,,,,,,,,
5352,Banners (Enemy),,Shimmer Slime Banner,No,1,,,,,,,,,
5353,Lighting,,Aether Torch,No,100,,,,,,,,,
5354,Accessories,,Reflective Shades,No,1,,,,,,,,,
5355,Accessories,,Chromatic Cloak,No,1,,,,,,,,,
5356,Item States,,Used Gas Trap,No,1,,,,,,,,,
5357,Lighting,,Aether Campfire,No,1,,,,,,,,,
5358,Item States,,Shellphone (Home),No,1,,,,,,,,,
5359,Item States,,Shellphone (Spawn),No,1,,,,,,,,,
5360,Item States,,Shellphone (Ocean),No,1,,,,,,,,,
5361,Item States,,Shellphone (Underworld),No,1,,,,,,,,,
5362,Music Boxes,,Music Box (Aether),No,1,,,,,,,,,
5363,Walls/Wallpaper,,Infested Spider Wall,No,400,,,,,,,,,
